customer_id,transaction_id,purchase_date,channel,campaign_id,product_category,base_value,discount_code,discount_percentage,discount_amount,final_value
CUST_0211,TXN_00228,2026-08-29,PPC,CAMP_LOYALTY,Beauty,109.94,LOYALTY15,0.15,16.49,93.45
CUST_0334,TXN_00229,2026-06-30,Direct,CAMP_LOYALTY,Home,194.45,NONE,0.0,0.0,194.45
CUST_0164,TXN_00230,2026-06-07,PPC,CAMP_LOYALTY,Sports,135.76,NONE,0.0,0.0,135.76
CUST_0378,TXN_00231,2026-08-25,Social,CAMP_SEASONAL,Fashion,158.73,NONE,0.0,0.0,158.73
CUST_0018,TXN_00232,2026-08-25,Email,CAMP_FLASH,Sports,195.31,CART20,0.2,39.06,156.25
CUST_0308,TXN_00233,2026-07-24,Direct,CAMP_CART,Sports,139.02,CART20,0.2,27.8,111.22
CUST_0252,TXN_00234,2026-07-26,Social,CAMP_WELCOME,Home,162.66,NONE,0.0,0.0,162.66
CUST_0083,TXN_00235,2026-06-08,Organic,CAMP_LOYALTY,Electronics,121.07,NONE,0.0,0.0,121.07
CUST_0377,TXN_00236,2026-08-05,Social,CAMP_CART,Beauty,116.07,NONE,0.0,0.0,116.07
CUST_0218,TXN_00237,2026-08-18,Direct,CAMP_WELCOME,Fashion,179.27,NONE,0.0,0.0,179.27
CUST_0071,TXN_00238,2026-07-30,Direct,CAMP_FLASH,Home,20,FLASH25,0.25,5.0,15.0
CUST_0154,TXN_00239,2026-06-17,Email,CAMP_FLASH,Home,158.2,NONE,0.0,0.0,158.2
CUST_0354,TXN_00240,2026-08-09,Direct,CAMP_CART,Home,147.02,NONE,0.0,0.0,147.02
CUST_0353,TXN_00241,2026-07-13,PPC,CAMP_LOYALTY,Fashion,221.35,CART20,0.2,44.27,177.08
CUST_0068,TXN_00242,2026-07-13,Direct,CAMP_CART,Beauty,79.97,NONE,0.0,0.0,79.97
CUST_0387,TXN_00243,2026-07-29,PPC,CAMP_WELCOME,Sports,148.28,LOYALTY15,0.15,22.24,126.04
CUST_0228,TXN_00244,2026-08-15,Email,CAMP_CART,Sports,88.69,NONE,0.0,0.0,88.69
CUST_0103,TXN_00245,2026-08-08,Organic,CAMP_CART,Beauty,130.82,LOYALTY15,0.15,19.62,111.2
CUST_0059,TXN_00246,2026-07-03,Email,CAMP_SEASONAL,Fashion,102.94,SEASONAL30,0.3,30.88,72.06
CUST_0262,TXN_00247,2026-08-22,PPC,CAMP_SEASONAL,Home,60.87,SEASONAL30,0.3,18.26,42.61
CUST_0370,TXN_00248,2026-06-16,Email,CAMP_WELCOME,Beauty,181.76,LOYALTY15,0.15,27.26,154.5
CUST_0176,TXN_00249,2026-06-21,Email,CAMP_WELCOME,Beauty,145.75,NONE,0.0,0.0,145.75
CUST_0016,TXN_00250,2026-07-13,Direct,CAMP_SEASONAL,Beauty,132.0,FLASH25,0.25,33.0,99.0
CUST_0192,TXN_00251,2026-08-12,Organic,CAMP_WELCOME,Fashion,173.71,SEASONAL30,0.3,52.11,121.6
CUST_0275,TXN_00252,2026-08-29,Email,CAMP_FLASH,Beauty,117.53,NONE,0.0,0.0,117.53
CUST_0344,TXN_00253,2026-07-06,PPC,CAMP_SEASONAL,Fashion,157.87,NONE,0.0,0.0,157.87
CUST_0126,TXN_00254,2026-08-25,Direct,CAMP_CART,Electronics,109.04,WELCOME10,0.1,10.9,98.14
CUST_0123,TXN_00255,2026-06-14,Email,CAMP_SEASONAL,Sports,147.82,WELCOME10,0.1,14.78,133.04
CUST_0344,TXN_00256,2026-07-09,Direct,CAMP_LOYALTY,Sports,134.97,NONE,0.0,0.0,134.97
CUST_0111,TXN_00257,2026-08-22,Social,CAMP_CART,Home,123.37,NONE,0.0,0.0,123.37
CUST_0119,TXN_00258,2026-06-14,Organic,CAMP_LOYALTY,Home,175.83,NONE,0.0,0.0,175.83
CUST_0073,TXN_00259,2026-06-24,Social,CAMP_SEASONAL,Home,58.32,NONE,0.0,0.0,58.32
CUST_0140,TXN_00260,2026-08-07,Direct,CAMP_CART,Beauty,264.26,NONE,0.0,0.0,264.26
CUST_0024,TXN_00261,2026-06-08,Direct,CAMP_CART,Home,190.07,NONE,0.0,0.0,190.07
CUST_0356,TXN_00262,2026-06-30,Social,CAMP_LOYALTY,Home,112.95,SEASONAL30,0.3,33.89,79.06
CUST_0362,TXN_00263,2026-08-22,PPC,CAMP_SEASONAL,Beauty,155.69,FLASH25,0.25,38.92,116.77
CUST_0285,TXN_00264,2026-06-08,Email,CAMP_SEASONAL,Home,86.42,CART20,0.2,17.28,69.14
CUST_0047,TXN_00265,2026-08-23,Organic,CAMP_SEASONAL,Sports,129.78,LOYALTY15,0.15,19.47,110.31
CUST_0308,TXN_00266,2026-06-05,PPC,CAMP_LOYALTY,Beauty,160.73,SEASONAL30,0.3,48.22,112.51
CUST_0106,TXN_00267,2026-07-18,Organic,CAMP_WELCOME,Fashion,145.26,NONE,0.0,0.0,145.26
CUST_0097,TXN_00268,2026-06-29,Social,CAMP_CART,Fashion,166.7,NONE,0.0,0.0,166.7
CUST_0203,TXN_00269,2026-06-20,Organic,CAMP_FLASH,Beauty,133.51,NONE,0.0,0.0,133.51
CUST_0238,TXN_00270,2026-06-27,Direct,CAMP_WELCOME,Beauty,89.26,SEASONAL30,0.3,26.78,62.48
CUST_0389,TXN_00271,2026-07-13,Organic,CAMP_SEASONAL,Electronics,129.11,LOYALTY15,0.15,19.37,109.74
CUST_0288,TXN_00272,2026-06-16,PPC,CAMP_SEASONAL,Home,199.42,SEASONAL30,0.3,59.82,139.6
CUST_0078,TXN_00273,2026-07-12,PPC,CAMP_LOYALTY,Beauty,71.82,LOYALTY15,0.15,10.77,61.05
CUST_0281,TXN_00274,2026-06-28,Direct,CAMP_SEASONAL,Fashion,92.85,NONE,0.0,0.0,92.85
CUST_0375,TXN_00275,2026-08-08,Social,CAMP_CART,Beauty,70.99,NONE,0.0,0.0,70.99
CUST_0094,TXN_00276,2026-08-22,PPC,CAMP_WELCOME,Electronics,199.59,NONE,0.0,0.0,199.59
CUST_0342,TXN_00277,2026-07-08,Social,CAMP_LOYALTY,Electronics,105.71,WELCOME10,0.1,10.57,95.14
CUST_0362,TXN_00278,2026-06-11,PPC,CAMP_SEASONAL,Beauty,162.51,WELCOME10,0.1,16.25,146.26
CUST_0008,TXN_00279,2026-07-08,Email,CAMP_WELCOME,Sports,171.41,SEASONAL30,0.3,51.42,119.99
CUST_0369,TXN_00280,2026-08-07,Email,CAMP_WELCOME,Sports,116.55,FLASH25,0.25,29.14,87.41
CUST_0076,TXN_00281,2026-06-23,Organic,CAMP_FLASH,Home,289.66,SEASONAL30,0.3,86.9,202.76
CUST_0203,TXN_00282,2026-07-29,Social,CAMP_FLASH,Electronics,262.37,NONE,0.0,0.0,262.37
CUST_0334,TXN_00283,2026-06-07,Email,CAMP_WELCOME,Beauty,206.29,NONE,0.0,0.0,206.29
CUST_0194,TXN_00284,2026-08-19,Direct,CAMP_SEASONAL,Home,95.19,LOYALTY15,0.15,14.28,80.91
CUST_0289,TXN_00285,2026-08-17,PPC,CAMP_WELCOME,Fashion,183.61,NONE,0.0,0.0,183.61
CUST_0108,TXN_00286,2026-08-24,Email,CAMP_FLASH,Sports,208.71,CART20,0.2,41.74,166.97
CUST_0288,TXN_00287,2026-08-07,Organic,CAMP_WELCOME,Fashion,90.91,NONE,0.0,0.0,90.91
CUST_0300,TXN_00288,2026-08-20,Organic,CAMP_LOYALTY,Sports,202.91,NONE,0.0,0.0,202.91
CUST_0123,TXN_00289,2026-06-04,PPC,CAMP_FLASH,Beauty,220.25,FLASH25,0.25,55.06,165.19
CUST_0386,TXN_00290,2026-08-19,PPC,CAMP_FLASH,Electronics,133.74,NONE,0.0,0.0,133.74
CUST_0050,TXN_00291,2026-07-17,PPC,CAMP_CART,Sports,42.96,WELCOME10,0.1,4.3,38.66
CUST_0203,TXN_00292,2026-07-03,Direct,CAMP_LOYALTY,Home,187.96,NONE,0.0,0.0,187.96
CUST_0283,TXN_00293,2026-07-05,Social,CAMP_CART,Beauty,130.51,NONE,0.0,0.0,130.51
CUST_0043,TXN_00294,2026-08-19,Organic,CAMP_LOYALTY,Beauty,146.39,WELCOME10,0.1,14.64,131.75
CUST_0364,TXN_00295,2026-08-10,Direct,CAMP_FLASH,Home,94.42,NONE,0.0,0.0,94.42
CUST_0054,TXN_00296,2026-08-16,Social,CAMP_WELCOME,Fashion,250.46,CART20,0.2,50.09,200.37
CUST_0220,TXN_00297,2026-06-19,PPC,CAMP_SEASONAL,Electronics,211.59,NONE,0.0,0.0,211.59
CUST_0013,TXN_00298,2026-07-19,Direct,CAMP_WELCOME,Home,199.12,NONE,0.0,0.0,199.12
CUST_0211,TXN_00299,2026-06-19,Social,CAMP_CART,Sports,177.32,WELCOME10,0.1,17.73,159.59
CUST_0086,TXN_00300,2026-06-27,Social,CAMP_WELCOME,Fashion,126.75,CART20,0.2,25.35,101.4
CUST_0222,TXN_00301,2026-06-29,Email,CAMP_FLASH,Home,109.21,CART20,0.2,21.84,87.37
CUST_0126,TXN_00302,2026-07-02,Email,CAMP_LOYALTY,Home,128.3,NONE,0.0,0.0,128.3
CUST_0003,TXN_00303,2026-07-18,PPC,CAMP_SEASONAL,Home,76.71,NONE,0.0,0.0,76.71
CUST_0225,TXN_00304,2026-06-14,Social,CAMP_FLASH,Home,88.67,NONE,0.0,0.0,88.67
CUST_0308,TXN_00305,2026-08-04,Direct,CAMP_FLASH,Fashion,227.12,NONE,0.0,0.0,227.12
CUST_0203,TXN_00306,2026-06-28,PPC,CAMP_LOYALTY,Home,184.78,NONE,0.0,0.0,184.78
CUST_0192,TXN_00307,2026-07-10,Organic,CAMP_WELCOME,Sports,131.09,NONE,0.0,0.0,131.09
CUST_0102,TXN_00308,2026-08-26,Direct,CAMP_LOYALTY,Beauty,82.19,SEASONAL30,0.3,24.66,57.53
CUST_0149,TXN_00309,2026-08-21,Direct,CAMP_SEASONAL,Fashion,102.17,NONE,0.0,0.0,102.17
CUST_0324,TXN_00310,2026-07-12,Email,CAMP_SEASONAL,Sports,126.32,FLASH25,0.25,31.58,94.74
CUST_0245,TXN_00311,2026-06-26,Direct,CAMP_CART,Electronics,179.69,SEASONAL30,0.3,53.91,125.78
CUST_0184,TXN_00312,2026-08-16,Social,CAMP_FLASH,Fashion,109.9,WELCOME10,0.1,10.99,98.91
CUST_0331,TXN_00313,2026-06-08,Direct,CAMP_FLASH,Beauty,44.01,SEASONAL30,0.3,13.2,30.81
CUST_0054,TXN_00314,2026-06-19,PPC,CAMP_CART,Fashion,182.47,SEASONAL30,0.3,54.74,127.73
CUST_0228,TXN_00315,2026-07-01,PPC,CAMP_CART,Fashion,142.82,NONE,0.0,0.0,142.82
CUST_0176,TXN_00316,2026-08-19,Email,CAMP_LOYALTY,Home,203.15,NONE,0.0,0.0,203.15
CUST_0159,TXN_00317,2026-08-03,PPC,CAMP_SEASONAL,Home,139.09,NONE,0.0,0.0,139.09
CUST_0243,TXN_00318,2026-08-21,Organic,CAMP_WELCOME,Electronics,211.96,NONE,0.0,0.0,211.96
CUST_0011,TXN_00319,2026-06-08,Email,CAMP_LOYALTY,Fashion,190.66,NONE,0.0,0.0,190.66
CUST_0264,TXN_00320,2026-07-31,Direct,CAMP_LOYALTY,Fashion,154.85,FLASH25,0.25,38.71,116.14
CUST_0327,TXN_00321,2026-07-10,Email,CAMP_CART,Fashion,168.9,NONE,0.0,0.0,168.9
CUST_0230,TXN_00322,2026-08-03,Organic,CAMP_WELCOME,Sports,94.33,NONE,0.0,0.0,94.33
CUST_0052,TXN_00323,2026-06-22,Social,CAMP_FLASH,Home,110.12,NONE,0.0,0.0,110.12
CUST_0100,TXN_00324,2026-06-23,Organic,CAMP_CART,Beauty,98.61,NONE,0.0,0.0,98.61
CUST_0312,TXN_00325,2026-08-15,Organic,CAMP_FLASH,Beauty,151.31,NONE,0.0,0.0,151.31
CUST_0316,TXN_00326,2026-06-12,PPC,CAMP_WELCOME,Fashion,178.5,NONE,0.0,0.0,178.5
CUST_0160,TXN_00327,2026-08-15,Social,CAMP_FLASH,Fashion,212.74,CART20,0.2,42.55,170.19
CUST_0261,TXN_00328,2026-07-06,Social,CAMP_SEASONAL,Sports,83.37,NONE,0.0,0.0,83.37
CUST_0355,TXN_00329,2026-08-07,PPC,CAMP_LOYALTY,Beauty,187.78,NONE,0.0,0.0,187.78
CUST_0147,TXN_00330,2026-07-15,Email,CAMP_SEASONAL,Fashion,170.4,WELCOME10,0.1,17.04,153.36
CUST_0099,TXN_00331,2026-06-19,PPC,CAMP_SEASONAL,Beauty,176.89,NONE,0.0,0.0,176.89
CUST_0350,TXN_00332,2026-08-08,Email,CAMP_CART,Electronics,53.56,NONE,0.0,0.0,53.56
CUST_0389,TXN_00333,2026-07-25,Social,CAMP_CART,Home,144.5,WELCOME10,0.1,14.45,130.05
CUST_0086,TXN_00334,2026-06-27,PPC,CAMP_CART,Electronics,153.63,NONE,0.0,0.0,153.63
CUST_0293,TXN_00335,2026-07-14,PPC,CAMP_WELCOME,Beauty,70.29,SEASONAL30,0.3,21.09,49.2
CUST_0279,TXN_00336,2026-07-22,Email,CAMP_SEASONAL,Home,151.37,LOYALTY15,0.15,22.7,128.67
CUST_0178,TXN_00337,2026-08-18,Direct,CAMP_WELCOME,Fashion,196.75,NONE,0.0,0.0,196.75
CUST_0107,TXN_00338,2026-06-10,Direct,CAMP_LOYALTY,Sports,167.26,SEASONAL30,0.3,50.18,117.08
CUST_0071,TXN_00339,2026-08-03,Email,CAMP_CART,Home,72.03,NONE,0.0,0.0,72.03
CUST_0272,TXN_00340,2026-07-23,PPC,CAMP_FLASH,Sports,126.72,CART20,0.2,25.34,101.38
CUST_0347,TXN_00341,2026-08-12,Direct,CAMP_WELCOME,Home,207.12,NONE,0.0,0.0,207.12
CUST_0335,TXN_00342,2026-07-29,Direct,CAMP_SEASONAL,Fashion,217.06,CART20,0.2,43.41,173.65
CUST_0295,TXN_00343,2026-07-12,Direct,CAMP_WELCOME,Electronics,218.91,FLASH25,0.25,54.73,164.18
CUST_0206,TXN_00344,2026-07-13,Direct,CAMP_SEASONAL,Home,95.8,NONE,0.0,0.0,95.8
CUST_0297,TXN_00345,2026-07-02,Organic,CAMP_WELCOME,Sports,135.65,WELCOME10,0.1,13.56,122.09
CUST_0203,TXN_00346,2026-07-19,Organic,CAMP_FLASH,Sports,151.7,CART20,0.2,30.34,121.36
CUST_0295,TXN_00347,2026-07-17,Email,CAMP_WELCOME,Electronics,197.1,FLASH25,0.25,49.27,147.83
CUST_0320,TXN_00348,2026-07-04,Direct,CAMP_WELCOME,Beauty,152.9,LOYALTY15,0.15,22.93,129.97
CUST_0103,TXN_00349,2026-08-13,Organic,CAMP_LOYALTY,Home,80.36,NONE,0.0,0.0,80.36
CUST_0047,TXN_00350,2026-08-23,Direct,CAMP_FLASH,Fashion,116.44,LOYALTY15,0.15,17.47,98.97
CUST_0219,TXN_00351,2026-08-17,Email,CAMP_LOYALTY,Beauty,105.52,NONE,0.0,0.0,105.52
CUST_0039,TXN_00352,2026-08-28,Email,CAMP_FLASH,Electronics,166.47,NONE,0.0,0.0,166.47
CUST_0216,TXN_00353,2026-06-29,Email,CAMP_LOYALTY,Beauty,169.17,NONE,0.0,0.0,169.17
CUST_0045,TXN_00354,2026-07-22,Social,CAMP_SEASONAL,Fashion,136.92,NONE,0.0,0.0,136.92
CUST_0328,TXN_00355,2026-08-11,Email,CAMP_CART,Sports,114.62,NONE,0.0,0.0,114.62
CUST_0004,TXN_00356,2026-06-10,Social,CAMP_SEASONAL,Sports,114.67,LOYALTY15,0.15,17.2,97.47
CUST_0351,TXN_00357,2026-08-18,Email,CAMP_LOYALTY,Electronics,118.96,LOYALTY15,0.15,17.84,101.12
CUST_0301,TXN_00358,2026-07-29,Organic,CAMP_WELCOME,Fashion,133.59,LOYALTY15,0.15,20.04,113.55
CUST_0283,TXN_00359,2026-07-24,Email,CAMP_FLASH,Fashion,89.21,SEASONAL30,0.3,26.76,62.45
CUST_0265,TXN_00360,2026-07-30,Direct,CAMP_SEASONAL,Electronics,112.17,WELCOME10,0.1,11.22,100.95
CUST_0123,TXN_00361,2026-08-20,PPC,CAMP_WELCOME,Home,117.86,SEASONAL30,0.3,35.36,82.5
CUST_0162,TXN_00362,2026-07-14,PPC,CAMP_LOYALTY,Beauty,213.77,NONE,0.0,0.0,213.77
CUST_0394,TXN_00363,2026-08-21,Email,CAMP_FLASH,Fashion,220.55,SEASONAL30,0.3,66.16,154.39
CUST_0020,TXN_00364,2026-06-10,PPC,CAMP_SEASONAL,Beauty,258.49,CART20,0.2,51.7,206.79
CUST_0359,TXN_00365,2026-06-22,PPC,CAMP_LOYALTY,Home,77.34,SEASONAL30,0.3,23.2,54.14
CUST_0042,TXN_00366,2026-06-22,Organic,CAMP_SEASONAL,Sports,115.81,LOYALTY15,0.15,17.37,98.44
CUST_0324,TXN_00367,2026-06-07,Email,CAMP_FLASH,Beauty,201.21,NONE,0.0,0.0,201.21
CUST_0373,TXN_00368,2026-08-15,Direct,CAMP_CART,Sports,178.89,FLASH25,0.25,44.72,134.17
CUST_0028,TXN_00369,2026-08-14,Email,CAMP_LOYALTY,Electronics,128.28,LOYALTY15,0.15,19.24,109.04
CUST_0083,TXN_00370,2026-07-27,Social,CAMP_FLASH,Fashion,89.26,NONE,0.0,0.0,89.26
CUST_0383,TXN_00371,2026-07-26,Email,CAMP_WELCOME,Home,141.14,NONE,0.0,0.0,141.14
CUST_0219,TXN_00372,2026-06-17,Email,CAMP_SEASONAL,Beauty,137.25,NONE,0.0,0.0,137.25
CUST_0261,TXN_00373,2026-06-18,Social,CAMP_FLASH,Fashion,159.79,FLASH25,0.25,39.95,119.84
CUST_0130,TXN_00374,2026-08-15,Social,CAMP_CART,Electronics,157.03,NONE,0.0,0.0,157.03
CUST_0022,TXN_00375,2026-08-28,Social,CAMP_WELCOME,Beauty,24.66,NONE,0.0,0.0,24.66
CUST_0186,TXN_00376,2026-08-25,PPC,CAMP_SEASONAL,Fashion,116.74,NONE,0.0,0.0,116.74
CUST_0164,TXN_00377,2026-07-26,Email,CAMP_CART,Home,161.04,CART20,0.2,32.21,128.83
CUST_0061,TXN_00378,2026-08-24,Direct,CAMP_WELCOME,Beauty,21.48,SEASONAL30,0.3,6.44,15.04
CUST_0144,TXN_00379,2026-07-21,Organic,CAMP_WELCOME,Sports,138.48,NONE,0.0,0.0,138.48
CUST_0233,TXN_00380,2026-06-11,Social,CAMP_SEASONAL,Home,176.77,CART20,0.2,35.35,141.42
CUST_0302,TXN_00381,2026-08-04,PPC,CAMP_LOYALTY,Fashion,141.84,NONE,0.0,0.0,141.84
CUST_0003,TXN_00382,2026-06-09,Email,CAMP_FLASH,Electronics,151.02,NONE,0.0,0.0,151.02
CUST_0388,TXN_00383,2026-07-21,Email,CAMP_LOYALTY,Sports,135.01,NONE,0.0,0.0,135.01
CUST_0121,TXN_00384,2026-08-11,Organic,CAMP_WELCOME,Electronics,20,NONE,0.0,0.0,20.0
CUST_0118,TXN_00385,2026-06-24,Direct,CAMP_FLASH,Beauty,207.68,NONE,0.0,0.0,207.68
CUST_0382,TXN_00386,2026-08-20,PPC,CAMP_CART,Electronics,161.23,FLASH25,0.25,40.31,120.92
CUST_0222,TXN_00387,2026-08-13,Social,CAMP_FLASH,Home,152.54,NONE,0.0,0.0,152.54
CUST_0161,TXN_00388,2026-07-20,Direct,CAMP_FLASH,Fashion,189.13,CART20,0.2,37.83,151.3
CUST_0038,TXN_00389,2026-08-12,PPC,CAMP_WELCOME,Fashion,115.37,NONE,0.0,0.0,115.37
CUST_0054,TXN_00390,2026-07-15,Social,CAMP_SEASONAL,Home,171.57,SEASONAL30,0.3,51.47,120.1
CUST_0237,TXN_00391,2026-08-14,Email,CAMP_LOYALTY,Home,192.91,NONE,0.0,0.0,192.91
CUST_0360,TXN_00392,2026-08-11,Email,CAMP_LOYALTY,Home,134.83,CART20,0.2,26.97,107.86
CUST_0202,TXN_00393,2026-07-27,Social,CAMP_WELCOME,Beauty,125.09,CART20,0.2,25.02,100.07
CUST_0231,TXN_00394,2026-08-12,Email,CAMP_WELCOME,Electronics,74.74,WELCOME10,0.1,7.47,67.27
CUST_0399,TXN_00395,2026-08-13,Social,CAMP_SEASONAL,Home,116.06,NONE,0.0,0.0,116.06
CUST_0351,TXN_00396,2026-08-20,Email,CAMP_WELCOME,Fashion,85.95,CART20,0.2,17.19,68.76
CUST_0330,TXN_00397,2026-08-18,Organic,CAMP_WELCOME,Electronics,82.22,LOYALTY15,0.15,12.33,69.89
CUST_0236,TXN_00398,2026-07-10,Direct,CAMP_WELCOME,Beauty,258.64,NONE,0.0,0.0,258.64
CUST_0349,TXN_00399,2026-08-02,Social,CAMP_FLASH,Home,179.07,CART20,0.2,35.81,143.26
CUST_0228,TXN_00400,2026-07-29,Organic,CAMP_SEASONAL,Beauty,150.86,NONE,0.0,0.0,150.86
CUST_0281,TXN_00401,2026-08-18,Organic,CAMP_SEASONAL,Fashion,130.23,NONE,0.0,0.0,130.23
CUST_0214,TXN_00402,2026-06-10,PPC,CAMP_WELCOME,Beauty,175.69,NONE,0.0,0.0,175.69
CUST_0365,TXN_00403,2026-06-28,Organic,CAMP_CART,Sports,248.59,SEASONAL30,0.3,74.58,174.01
CUST_0164,TXN_00404,2026-08-26,Organic,CAMP_WELCOME,Beauty,113.54,LOYALTY15,0.15,17.03,96.51
CUST_0271,TXN_00405,2026-07-31,Social,CAMP_WELCOME,Fashion,162.34,SEASONAL30,0.3,48.7,113.64
CUST_0336,TXN_00406,2026-08-22,Social,CAMP_CART,Beauty,143.77,NONE,0.0,0.0,143.77
CUST_0181,TXN_00407,2026-08-07,Social,CAMP_LOYALTY,Sports,207.83,NONE,0.0,0.0,207.83
CUST_0162,TXN_00408,2026-08-26,Organic,CAMP_CART,Sports,169.42,NONE,0.0,0.0,169.42
CUST_0072,TXN_00409,2026-08-05,Direct,CAMP_CART,Home,60.18,NONE,0.0,0.0,60.18
CUST_0089,TXN_00410,2026-08-27,PPC,CAMP_SEASONAL,Electronics,116.12,LOYALTY15,0.15,17.42,98.7
CUST_0169,TXN_00411,2026-08-04,Social,CAMP_FLASH,Fashion,141.44,NONE,0.0,0.0,141.44
CUST_0165,TXN_00412,2026-08-11,Email,CAMP_CART,Home,168.94,NONE,0.0,0.0,168.94
CUST_0037,TXN_00413,2026-06-15,Email,CAMP_FLASH,Home,151.37,FLASH25,0.25,37.84,113.53
CUST_0165,TXN_00414,2026-06-09,Direct,CAMP_FLASH,Fashion,161.07,NONE,0.0,0.0,161.07
CUST_0362,TXN_00415,2026-06-02,PPC,CAMP_FLASH,Fashion,164.35,NONE,0.0,0.0,164.35
CUST_0340,TXN_00416,2026-08-13,Social,CAMP_WELCOME,Sports,111.04,CART20,0.2,22.21,88.83
CUST_0200,TXN_00417,2026-06-18,Email,CAMP_LOYALTY,Sports,121.89,NONE,0.0,0.0,121.89
CUST_0162,TXN_00418,2026-08-16,Direct,CAMP_LOYALTY,Home,266.64,SEASONAL30,0.3,79.99,186.65
CUST_0381,TXN_00419,2026-07-20,Social,CAMP_WELCOME,Home,71.45,CART20,0.2,14.29,57.16
CUST_0228,TXN_00420,2026-07-16,Organic,CAMP_WELCOME,Electronics,177.64,NONE,0.0,0.0,177.64
CUST_0024,TXN_00421,2026-08-08,Direct,CAMP_SEASONAL,Beauty,142.7,FLASH25,0.25,35.67,107.03
CUST_0179,TXN_00422,2026-06-07,Social,CAMP_LOYALTY,Beauty,115.62,SEASONAL30,0.3,34.69,80.93
CUST_0037,TXN_00423,2026-07-23,Email,CAMP_FLASH,Home,132.75,WELCOME10,0.1,13.27,119.48
CUST_0053,TXN_00424,2026-06-20,Email,CAMP_FLASH,Sports,170.0,WELCOME10,0.1,17.0,153.0
CUST_0314,TXN_00425,2026-08-26,Direct,CAMP_LOYALTY,Sports,155.1,NONE,0.0,0.0,155.1
CUST_0222,TXN_00426,2026-07-08,PPC,CAMP_CART,Home,154.01,LOYALTY15,0.15,23.1,130.91
CUST_0338,TXN_00427,2026-08-17,Email,CAMP_SEASONAL,Sports,161.21,LOYALTY15,0.15,24.18,137.03
CUST_0281,TXN_00428,2026-07-06,Email,CAMP_FLASH,Sports,156.99,NONE,0.0,0.0,156.99
CUST_0245,TXN_00429,2026-08-03,Social,CAMP_FLASH,Electronics,113.17,WELCOME10,0.1,11.32,101.85
CUST_0242,TXN_00430,2026-06-06,Organic,CAMP_WELCOME,Sports,166.24,FLASH25,0.25,41.56,124.68
CUST_0198,TXN_00431,2026-07-13,Social,CAMP_SEASONAL,Electronics,100.73,FLASH25,0.25,25.18,75.55
CUST_0134,TXN_00432,2026-06-18,Email,CAMP_LOYALTY,Electronics,100.04,NONE,0.0,0.0,100.04
CUST_0043,TXN_00433,2026-06-21,Direct,CAMP_CART,Fashion,155.9,NONE,0.0,0.0,155.9
CUST_0283,TXN_00434,2026-06-03,Direct,CAMP_CART,Fashion,190.48,SEASONAL30,0.3,57.14,133.34
CUST_0243,TXN_00435,2026-08-25,PPC,CAMP_CART,Sports,160.35,FLASH25,0.25,40.09,120.26
CUST_0292,TXN_00436,2026-08-07,Social,CAMP_LOYALTY,Fashion,106.34,FLASH25,0.25,26.59,79.75
CUST_0064,TXN_00437,2026-06-03,Direct,CAMP_LOYALTY,Fashion,71.26,WELCOME10,0.1,7.13,64.13
CUST_0304,TXN_00438,2026-08-21,Email,CAMP_SEASONAL,Sports,134.01,NONE,0.0,0.0,134.01
CUST_0203,TXN_00439,2026-07-25,PPC,CAMP_SEASONAL,Electronics,260.77,NONE,0.0,0.0,260.77
CUST_0358,TXN_00440,2026-07-07,Social,CAMP_LOYALTY,Sports,92.14,NONE,0.0,0.0,92.14
CUST_0301,TXN_00441,2026-08-16,PPC,CAMP_WELCOME,Home,93.29,WELCOME10,0.1,9.33,83.96
CUST_0274,TXN_00442,2026-06-07,Direct,CAMP_CART,Sports,222.29,NONE,0.0,0.0,222.29
CUST_0242,TXN_00443,2026-07-09,Social,CAMP_CART,Sports,62.86,CART20,0.2,12.57,50.29
CUST_0348,TXN_00444,2026-07-18,Social,CAMP_WELCOME,Beauty,134.64,NONE,0.0,0.0,134.64
CUST_0137,TXN_00445,2026-08-27,Organic,CAMP_FLASH,Home,125.49,NONE,0.0,0.0,125.49
CUST_0143,TXN_00446,2026-07-31,Social,CAMP_FLASH,Beauty,199.89,NONE,0.0,0.0,199.89
CUST_0396,TXN_00447,2026-07-26,Direct,CAMP_CART,Electronics,49.26,NONE,0.0,0.0,49.26
CUST_0096,TXN_00448,2026-06-28,PPC,CAMP_FLASH,Electronics,26.4,NONE,0.0,0.0,26.4
CUST_0263,TXN_00449,2026-08-21,Organic,CAMP_CART,Beauty,183.57,NONE,0.0,0.0,183.57
CUST_0069,TXN_00450,2026-08-05,Social,CAMP_WELCOME,Fashion,152.78,LOYALTY15,0.15,22.92,129.86
CUST_0016,TXN_00451,2026-07-14,Social,CAMP_FLASH,Home,74.19,NONE,0.0,0.0,74.19
CUST_0237,TXN_00452,2026-07-30,Organic,CAMP_SEASONAL,Sports,61.91,WELCOME10,0.1,6.19,55.72
CUST_0228,TXN_00453,2026-06-15,PPC,CAMP_FLASH,Home,137.48,FLASH25,0.25,34.37,103.11
CUST_0083,TXN_00454,2026-08-18,Organic,CAMP_WELCOME,Beauty,162.27,NONE,0.0,0.0,162.27
CUST_0025,TXN_00455,2026-08-02,Social,CAMP_LOYALTY,Fashion,103.74,SEASONAL30,0.3,31.12,72.62
CUST_0137,TXN_00456,2026-06-03,Email,CAMP_SEASONAL,Fashion,101.74,NONE,0.0,0.0,101.74
